quizzes,solutions
000360802050100000010089000002600403600904008809000600000510030000002080701093000,497365812258147369316289754172658493635924178849731625984516237563472981721893546
000362000050800200026000004204000030000901000080000702900000150003004020000685000,479362518351847269826519374294758631637921485185436792948273156563194827712685943
000368000500007008040050700200080006005200000300000004900006803032000040000100900,127368459593427618846951732214783596765294381389615274971546823632879145458132967
000370000000060040004500069821000090900000008060000137190007200080050900000028000,619374852758269341234581769821743596973615428465892137196437285382156974547928613
000370060000082300490000020001047000000801000000630200020000054009410000050098000,812374569675982341493156827281547693936821475547639218128763954369415782754298136
000370060021000000000000000000001502300060000080000000700000030000800400500002000,859374261621985374473126958967431582315268749284597613742619835196853427538742196
000370080010000006090000000000060105800700000000000900700000420000501000000000000,546379281217854396398126754472968135839715642165432978751683429923541867684297513
000370200901000000000000000000005016020400000000000090070000300000280000600001000,864379251931542678257168943348925716729416835516837492172654389495283167683791524
000370400810000000000000000000002061307050000000000090005000300060001000000200000,956378412814625937732419685548932761397156248621847593185764329263591874479283156
000370800900000700003085004000000050059706310060200000500430100007000002008029000,645372891982164735173985624734891256259746318861253947526437189397518462418629573
000380000090500060002047000608070003300109005500030204000760100030001020000093000,751386492493512867862947351628475913347129685519638274285764139934851726176293548
000380020201000700000000000400017000000000053000000000630500000000400008000000100,746389521281645739395172846453917682172864953869253417638591274517426398924738165
000380070107000003600000200002036540000000309009000000086100000000000134400070000,254381976197652483638497215872936541541728369369514827986143752725869134413275698
000380100502000000000000000800205000100000400000600000910040000000030060000000020,649387152572461893381529647864275319125893476793614285916742538257138964438956721
000380600010000000000000200000000470600050000000000001306107000200000500000400000,795382614812546793463719258129863475674951382538274961356127849241698537987435126
000380700040000019700100080006000008950060034200000100060007005480000067007023000,619384752843275619725196483176432598958761234234958176361847925482519367597623841
000386040003090070100000000000741000020030600000000000701605900000400302000000000,275386149683194275194257863369741528427538691518962437731625984856479312942813756
000390000020000570000065308000013060270000013030920000864230000051000030000076000,587392146623148579419765328945813267278654913136927854864231795751489632392576481
000390000100000270009006004010000006900100007000040900200080040360002000800000703,427391568136458279589726134718239456942165387653847912271983645364572891895614723
000390006300000100061200080800104000070000400030069000000000003900080000504000072,248391756359678124761245389892154637176823495435769218687512943923487561514936872
000390020000070000401000000000050000200000095079080000300006007010000430705004109,657391824832475916491268573143759682268143795579682341384916257916527438725834169
000390020005200073200008510000000086002000300750000000028500004530007200040026000,471395628895261473263478519314752986682914357759683142128539764536847291947126835
000390080300760500084000097090070400000902000007010030250000140008046003040059000,725394681319768524684521397592673418431982765867415932256837149978146253143259876
000390200750000030063008400000009080500060002010700000008500690020000074005046000,481395267752614839963278415236459781597861342814732956148527693629183574375946128
000400000000057000078200000002010005160000708000506200080301000593000600000000004,951468327326157489478239156832714965165923748749586213684371592593842671217695834
000400000000903007007600093006000000070010005020030400908000010003000000000850602,392471586685923147147685293536794821479218365821536479958362714263147958714859632
000400000024000000000009230010005600400037008000000010600050007071060800080000301,798423156324516789156789234819245673462137598537698412643851927971362845285974361
000400000030026000402095081750000003304000807200000019170940302000150070000003000,597481236831726594462395781759814623314269857286537419175948362643152978928673145
000400000060070000104009008041760800003000700002083190800300907000040020000005000,798436215265178439134259678941762853583914762672583194856321947319847526427695381
000400000490200600700013002000830004002000800900027000300580007007009018000001000,123456789495278631786913542671835294532194876948627153314582967257369418869741325
000400000500290081730080040020300600080000090005068020050040017410075006000002000,298417563546293781731586942924351678683724195175968324352649817419875236867132459
000400000517600004006000000000003800020005060900000070002800006060000103300140008,238457619517698234496321587654713892723985461981264375142839756869572143375146928
000400000640052000000301902000000510007040800195000000201706000000280076000009000,912478653643952781758361942824693517367145829195827364281736495539284176476519238
000400000700509006500067200009750300060000050007048100012670003600203009000004000,296431578781529436534867291129756384468312957357948162912675843645283719873194625
000400000900000420010307900005000064300000007790000800007105030068040009000008000,652419783973856421814327956285971364341682597796534812427195638568243179139768245
000400001009000708600050020100009034090060080450300002070080003301000200900003000,832497561519632748647851329128579634793264185456318972275986413381745296964123857
000400001900000000060000000007100500080000360000200000200050000000030080104000000,875492631913576428462318795627183549581749362349265817298654173756931284134827956
000400001900000000060000000007200500080000360000100000200050000000030080104000000,875492631913576428462318795647283519581749362329165847298654173756931284134827956
000400003006800050000073012201580000080000090000094508170230000020006300400000000,712459863346821759859673412291587634584362197637194528178235946925746381463918275
000400003020600709300000400005100007260000095800002100004000002102009050600003000,716498523428635719359217486945186237261374895873952164594861372132749658687523941
000400007000806004803070960005200003020000070600048200089020506500704000200005000,156492837972836154843571962495217683328659471617348295789123546561784329234965718
000400008072000000000000100000000270000050600800900000930000004000021000000000050,195462738472183596683795142354618279719254683826937415931576824548321967267849351
000400008072000000000000100000000270000050600900800000830000004000021000000000050,195462738472183596683795142358614279714259683926837415831576924549321867267948351
000400008076000000000000100000000270000050600800900000930000004000061000000000050,195426738476183592283795146354618279719254683862937415931572864548361927627849351
000400008076000000000000100000000270000050600900800000830000004000061000000000050,195426738476183592283795146358614279714259683962837415831572964549361827627948351
000400008569000000200056000001000960658000321097000800000930000000000782800007000,173429658569871234284356179421583967658794321397612845742938516936145782815267493
000400008704600300180000407070900000001502600000008070506000283007003105300005000,639427518754681329182359467273946851891572634465138972516794283927863145348215796
000400009082000000000000100000000280000050700400900000930000006000021000000000050,153472869682193547749865132395716284816254793427938615931587426564321978278649351
000400009087000000000000100000000280000050700400900000930000006000071000000000050,153427869687193542249865137395716284816254793472938615931582476564371928728649351
000400010000160000500000300000000208010600000000000500040003070200058000000000000,792435816384162759561897324439571268815629437627384591948213675276958143153746982
000400010005900000200000700800002000030000090000010040000000203040600000000000800,978426315315978426264135789896542137431867592527319648189754263742683951653291874
000400010060000700000200000800000600000040300200500000130060000000008052000000000,389475216562891734417236589843127695751649328296583471135962847674318952928754163
000400010105020604000059032900030000001000200000000009890340000704080905010006000,329468517185723694467159832948532176671894253253617489896345721734281965512976348
000400010200006000000000000700000605080130000000000200640000700031000000000800000,369487512278516349154293867712948635586132974493675281645321798831759426927864153
000400010500007000800000000000008500020030000010000000000120003002700000600000800,276453918591867234843291657364918572725634189918572346489125763132786495657349821
000400010600020000700000000000060200010030000040000050050100000200000700000800600,925487316681325479734619582897561234512734968346298157459176823268953741173842695
000400010600050000300000000000020500070030000010000040040100000200000300000800700,758496213621358479394217865486921537572634198913785642845173926267549381139862754
000400010700020000500000000000070500010030000040000060060100000200000700000300800,926485317731926485584713629892671534615234978347598162468157293253869741179342856
000400010700050000800000000000080500010020000040000060060300000200000700000100800,625437918791856423834219675372681594916524387548793162167348259283965741459172836
000400010700300000200000000000030705090100000000000800000007200640000000010050000,983425617751369482264781539128936745495178326376542891539817264647293158812654973
000400020000650000309000150000080070045000930070930000012000506000045000090002000,857413629421659387369827154936584271145276938278931465712398546683145792594762813
000400020050800000010000300706000080000010005000030000000090100800600000200000000,379451826652873419418269357736524981924718635185936742547392168891645273263187594
000400030650000000000000010004310000020000509000800000700005600000000200003000000,219476835658931427437528916584319762321764589976852341742185693195643278863297154
000400037000009001400603809050000048000546000290000070107304006500100000940007000,619485237835729461472613859356972148781546392294831675127354986563198724948267513
000400038080000204007600010501004000070916050000500006010005900305000040840001000,159427638683159274427683519561234897278916453934578126716345982395862741842791365
000400059090076030003008060320050004000000000100020085030900500040380020980001000,617432859892576431453198267328659174574813692169724385236947518741385926985261743
000400060000801000400000500000000038700040000000000010000750200003000900010000000,389425167675891324421637589162579438738142695954386712896753241543218976217964853
000400060300000700000300000000600019500080000000000040000057200004000800010000000,852479163349561782176328495487632519561984327923715648698157234734296851215843976
000400070000000206403010508020007860000090000084600030105020307302000000040005000,256489173918573246473216598529347861631892754784651932165924387392768415847135629
000400070007008900400100530950001800000609000003500019012006007009800100030005000,125493678367258941498167532954371826271689453683524719512946387749832165836715294
000400070050030000010000090000000501200700000000000300000350600700008000400000000,362491875957832416814576293678923541243715968591684327129357684736248159485169732
000400080002000700060000000850000040000020030000001000000060209400500000000000100,317452986542986713968173425851739642794625831236841597185364279429517368673298154
000400080060000700000200000900000600000040300200500000130060000000009052000000000,591437286462985731378216594943728615857641329216593478135862947684379152729154863
000400080060000700000200000900000600000070300200500000170060000000009052000000000,593417286862953741714286593987324615451678329236591478175862934648739152329145867
000400080080150007400009100750000300130000025009000016001600002200071040040002000,315467289982153467467829153756218394134796825829345716571684932293571648648932571
000400100030600000780000000004100000000000020000000070200070030006000400000080500,692457183431628759785391246974132865568749321123865974219574638856213497347986512
000400100030700000850000000004100000000000080000000020200080050007000400000050600,792468135431725869856391247984132576123576984675849321219684753567213498348957612
000400106000060070000020900070009001012000430400500020003090000060070000204005000,927453186145968372638127945376249851512786439489531627753694218861372594294815763
000400107200001400009050000800030071030000040650010002000070200004600009105008000,563482197278391456419756328842539671931267845657814932396175284784623519125948763
000400107630050000000000200500003090800000000000100000000080060070200000001000000,958462137632751849147839256514623798823975614769148523295387461376214985481596372
000400107630050000000000200500004060800000000000100000000080090070200000001000000,958462137632751849147893256513924768824675913796138524265387491479216385381549672
000400108630070000000000200500004090700000000000100000000050060080200000001000000,975462138632871549148935276513624897729583614864197325297358461486219753351746982
000400109000050072000200068309008010040000080060500307510004000920060000408001000,275486139683159472194237568359678214742913685861542397516894723927365841438721956
000400109030080000000000000000530020400000070100000000000109400080000630000000000,872453169639281745514697283796534821458912376123876594367129458981745632245368917
000400109060300000080010000000002016097080400300007000840000000701050030000020050,273465189169378245584219367458932716697581423312647598845193672721856934936724851
000400120305000000060000000008000053000100600000000070410000200000085000000000000,987453126345621798261879534128746953573198642694532871419367285736285419852914367
000400180095000000700000000000053009000020060100000000020000005800100000000000700,362495187495817236718236954286753419574921368139684572621379845857142693943568721
000400200001050000900000070700019000000000403100000000048300000000000090020000000,863471259471952836952836174734619582296785413185243967548397621617524398329168745
000400200001070000900000050700019000000000403100000000048300000000000090020000000,863451279451972836972836154734619582296785413185243967548397621617524398329168745
000400200030000010000080000000000830400700000500600000050031000000000407002000000,975416283238579614146382579697124835423758196581693742754231968319865427862947351
000400200040001000760002900500003009070608030900500008005300026000100040003004000,359476281248951367761832954586213479174698532932547618415389726697125843823764195
000400203650008000000000700100500060000030000800000000000100090003070000020000000,981467253657328914342915786174582369295634871836791425768143592513279648429856137
000400206180500000000000700062070000000300040000000000500000010000020800400000000,953417286187562439246893751362174598795386142814259367529748613631925874478631925
000400206890500000000000700062070000000300040000000000300000010000020900400000000,153487296897562431246931758562174389781396542934258167328749615615823974479615823
000400207000002080000539460709000000002040900050000702036791000020600000108005000,391468257564172389287539461749253816612847935853916742436791528925684173178325694
000400207061000000000080000000560010200000400030000000700200000000005060000000300,389416257461752983572389641947563812215897436638124579756238194123945768894671325
000400208100700000300000000080200500040060000000000010600030000000015000000000800,756491238124783695398526174981247563543169782267358419615834927872915346439672851
000400260000610007005720089029040000061000750000070920450097600200051000018004000,197485263382619547645723189729546831861932754534178926453897612276351498918264375
000400280000060030020003001070030400830000012001020060200800040010090000046005000,367451289189762534524983671672138495835649712491527863253816947718294356946375128
000400300050070000008020000020000058600100000000300000000050020300000400100000000,269418375451673892738529614923746158684195237517382946846951723395267481172834569
000400310000092070000700062002035004408000503500840100250008000070510000080007000,725486319643192875819753462192635784468271593537849126251368947976514238384927651
000400500001020000900000070700091000000000403100000000048300000000000090020000000,863417529471925836952683174734591682295768413186234957548379261617842395329156748
000400500093000000156000040520309008000000000300504067010000625000000970004007000,872431596493675182156892743527369418641728359389514267718943625235186974964257831
000400600000062010460100230000070096300000002910050000073005089090720000005009000,152493678738562914469187235524371896387946152916258347273615489891724563645839721
000400600037000000000000100200100000000050030000000078600001400000030050000200000,512487693437916825869325147278193564946758231351642978693571482124839756785264319
000400600050000200000010000000200780103000000900000000000009063070500000000000010,312495678754368291896712354465231789183957426927846135248179563671583942539624817
000400600080000001030060200004800507000901000907005100009020030500000020006007000,792413658685792341431568279214836597358971462967245183179624835543189726826357914
000400605800500000200000000063000400000008320000010000700000080040600000000000000,397482615814596732256731849163257498475968321982314567739145286548629173621873954
000400670005900080080001000034085000200000004000120950000700010090006300026003000,312458679465937281789261435934685127251379864678124953843792516597816342126543798
000400700050000200000010000000200670103000000800000000000008043060500000000000010,312485769654379281789612354945231678173856492826947135297168543461593827538724916
000400700050000200000010000060200050000008003000000010000700640103000000800000000,319482765654379281782615394461293857597168423238547916925731648143826579876954132
000400700070000200000010000060200050000008003000000010000500640103000000800000000,319482765674359281582617394461293857795168423238745916927531648143826579856974132
000400700090000200000010000000200670103000000800000000000008053060500000000000010,312489765694375281785612394459231678173896542826754139247168953961543827538927416
000400700201000308090000005004930002000206100300074800400000020102000903006003000,563482719241795368897361245614938572789256134325174896438519627152647983976823451
000400700900020100820000050000036078080010030570290000040000027001080005002007000,135469782967825143824173956419536278286714539573298614648951327791382465352647891
000400708201000000000000000000012050380000600000090000500000020040800000000006000,956421738271983564834765291467312859389574612125698347598137426642859173713246985
000400708201000000000000000000021050380000600000090000500000020040800000000006000,956412738271983564834765291467321859389574612125698347598137426642859173713246985
000400800080000200000010000000200650103000000700000000000007043060500000000000010,319472865684359271275618394948231657153786429726945138892167543461593782537824916
000400800200006000500000000070300000040000020000050000000007104800020060000000300,761492835239586471584713296672349518145678923398251647926837154853124769417965382
000400800950000000000000300070150000000000490001000000000020075408600000000000000,132497856956283714847516329674159283583762491291348567369824175418675932725931648
000400850107020000300600000090304000000000071000000000080000400500070000000000000,269417853157823649348659712791364528436582971825791364682135497514978236973246185
000400850601020000300700000090304000000000061000000000080000400500060000000000000,279416853651823749348759612196374528437582961825691374782135496514968237963247185
000400900080600005163000080900000200018905730002000009050000378700008000004002000,527481963489637125163259487975843216618925734342716859256194378791368542834572691
000400900700800031000053400060000390100000004034009020007940000480002009001007000,356471982742896531918253476265184397179325864834769125527948613483612759691537248
000400902100000060070020030500190004010000050700085003050070020020000009806002000,635417982192358467478629531583196274219743658764285193951874326327561849846932715
000400905200000006009075100040000280000000000016090070003510800400000003108003000,871436925254189736639275148347651289982347561516892374763514892495728613128963457
000401000000000053000000000000600120370050000800000000041000600500030007000000000,953421786124867953687395241495673128372158469816942375741589632569234817238716594
000401000000000053000000000000600120380050000900000000041000700500030008000000000,653421897124978653798365241475683129382159476916742385841596732567234918239817564
000401000050000010830000000000700406010080000000000200000030050600200000400000000,967451823254368917831927645598712436312684579746593281129836754673245198485179362
000401000070000020000000000400000106000520000000070800020050060900300000000000400,235461789871935624649287531452893176718526943396174852124759368967348215583612497
000401006060200700041000800079002140000030000013700580007000430006003070500804000,728451396365298714941367852679582143854139627213746589197625438486913275532874961
000401900640790000000000050070600008000070041200030000067105230510000000020000400,738451962645792183192386754473619528956278341281534697867145239514923876329867415
000402000052000000340006705005740900000500006000090000001084000000000300270060140,716452893852937614349816725625741938193528476487693251931284567564179382278365149
000402005000008200106000009000000000039040050000003100800005600900000002001036074,798462315345198267126357849517689423639241758482573196874925631963714582251836974
000402008701000000000000000000600150080200000000000700040000326500010000000000000,953472618721568439864139275239687154487251963615943782148795326592316847376824591
000402013408700000030900000100000600060000370009000005000007020000003504240106000,596482713428731956731965482152374698864259371379618245683547129917823564245196837
000402300070080000020000890010026000380000076400810030057000020000040060006508000,891462357573189642624735891719326584382954176465817239157693428938241765246578913
000402500600000300100000000000000018050200000900000060020000400800010000000700000,387462591645198327192573846234659718756281934918347265521836479873914652469725183
000402700301000000000000000020700400500030000000800000600010035000000090040000000,958462713371589642462173589823791456514236978796845321687914235135627894249358167
000403001570000000002000000000080260400000000000000700100000034060020000000900000,698473521571268493342519876913784265457692318286135749129857634864321957735946182
000403005010020030003001700080700300400000008007008040009100600030070010800204000,728493165614527839953681724185742396492316578367958241249135687536879412871264953
000403065100008020200000083020040009000296000600080040840000006010600008360805000,789423165136758924254169783528341679473296851691587342847932516915674238362815497
000403078100250000000000100007100000002960400800070000050004900306500000000006200,295413678168257349473689125637145892512968437849372516751824963326591784984736251
000403600094057030003600700000000020709000406080000000008002900020140580001305000,857413692694257831213698745165974328739821456482536179548762913326149587971385264
000403800200080010043009070007590060000000000050012300070800290020030000001204000,716453829295687413843129675437598162182346957659712384374865291528931746961274538
000403809000905100000000073004500290500000001063001400740000000005102000102704000,251473869376985124498216573814537296527649381963821457749358612635192748182764935
000405002000900700014030900005000078308000604620000500003010890001008000800304000,986475132532981746714236985145629378398157624627843519463512897251798463879364251
000405003402000060300060200516038000000000000000690310008010002070000601200906000,167425983452389167389761254516238479793154826824697315648513792975842631231976548
000405009090000030800020014007006000080010020005300400760030002010000050500807000,371465289294178635856923714437256198689714523125389476768531942913642857542897361
000405020006020080005300060180007300000000008000608014070003900054000000000000070,798465123346721589215389467182547396469132758537698214671853942954276831823914675
000405060001000000200000000000023700060000040000000000840600000300000200000510000,983475162651289473274361598498123756162857349537946821845632917316794285729518634
000405080320000000000000000000070301094000000000000200605000040100030000000200000,961425783328769415457183629286974351594312867713658294635897142142536978879241536
000405080370000000000000000000070301094000000000000200605000040100030000000200000,261495783379862415458317629826974351594123867713658294635789142142536978987241536
000405097200090003090200000000600070705902106080003000000001060300060002910708000,863415297251897643497236581132654978745982136689173425528341769374569812916728354
000405100907000000000000200000090073010000000000000090000840500300000060000100000,632475189957218346184936257268591473419387625573624891796843512341752968825169734
000406000004000905010950067068700004200000001500001820780014030301000600000509000,975486213634127985812953467168792354243865791597341826789614532351278649426539178
000406000004900102097000005028600000900040001000003260200000310509304700000209000,812456937654937182397128645428671593963542871175893264246785319589314726731269458
000406000040000006009203500001900048005000200280004100004102900900000030000809000,123456789548791326679283514731925648495618273286374195854132967962547831317869452
000406000540090300000010608000080061081000450490050000104070000008040002000809000,817436925546298317329715648753984261681327459492651783134572896968143572275869134
000406028020000007000002630000000910750948062034000000079200000500000080180304000,317496528826153497495872631268537914751948362934621875679285143543719286182364759
000406050350080000009000108000504000010000002098000006000000643000300000740050090,182496357356781924479235168237564819614879532598123476825917643961342785743658291
000406200071000000000500000300002000400000600000010000050080017000000080600000000,893476251571829364264531798385762149419358672726914835952683417137245986648197523
000406200090100000008000000000030709050000000100000000600000810003090000000500000,371456298295187346468329571846231759957864132132975684629743815513698427784512963
000406301050093400406000200000020503000000000203017000002000605007830040904601000,729486351851293476436175298678924513145368927293517864312749685567832149984651732
000406700930000050008500000000000600001200008580000004703800000000050802040701000,215436789937128456468579123324985617671243598589617234753862941196354872842791365
000406900102000000300000000000020030040000700000010000080700005600000010000900000,758436921162879453394152687976524138541398762823617594289761345637245819415983276
000407000900000003000800050070030009020000100040000000300000080000200400500000000,236457918958612743417893652675134829823569174149728365362941587791285436584376291
000407300080000027070036004800000100050070040003000075700650080290000060008104000,516427398384519627972836514867245139159378246423961875741652983295783461638194752
000407600308000000000000000000050031240000000000000080001030500070000400000200000,512487693398526147764193825687954231249318756135672984421739568973865412856241379
000408000000027540004000089693000000020010090000000375940000800087230000000509000,156498732839127546274356189693745218725813694418962375942671853587234961361589427
000408000040050010309600400600000005007000100900000004001007803060080040000201000,175438692246759318389612457624193785537824169918576234451967823762385941893241576
000408000600000020000005000106070000000300508000000000200010060080000400300000000,512468937648937125973125684156872349427396518839541276295714863781653492364289751
000408000700000020000006000102070000000300608000000000200050010080000400300000000,625498731748531926913726584162875349459312678837649152276954813581263497394187265
000408006050000270010000000000000520300800000000600000800000004000050100600000000,273418956458963271916572843164739528392845617587621439825197364749356182631284795
000408020030000500000100000000030605400070000100000000050060700000200000000000040,679458123831726594542193867728934615495671382163582479254869731316247958987315246
000408020035000000000000000000010306800600000000700500600030000400000080000000100,196458723735269841248371965924815376857693412361742598689134257413527689572986134
000408020035000000000000000000010307800600000000700500700030000400000080000000100,179458623635279841284361975942815367857693412361742598798134256413526789526987134
000408203052700480000090006000800020070904050020005000500040000067009140208506000,796458213152763489483192576935871624671924358824635791519347862367289145248516937
000409008700000300000600000200000005000800090300000000140030000090000060000000200,531429678726158349984673152279364815465812793318795426142536987893247561657981234
000409008700000300000600000300000005000100040200000000190030000040000060000000200,531429678726851394489673152318764925965182743274395816192536487843217569657948231
000409020035000000000000000000060307900700000000800500700030000400000090000000100,671459823835276941249381675124965387958713462367842519796134258413528796582697134
000409507000060130530007040000000001010782090400000000060300058073051000905208000,621439587794865132538127649257943861316782495489516273162394758873651924945278316
000410000150000040800002600390680004010000030700093018003000002070000095000078000,936415287152867349847932651395681724218754936764293518683549172471326895529178463
000410000500000700000200000040700000200000600008000500320000040600005000000000010,792416358514983762836257491945768123273591684168324579321679845689145237457832916
000410007001023000200607000300700000004180000000004016780000000000000528503040070,936415287471823695258697431315769842694182753827534916782951364149376528563248179
000410026240005100000200000080000600403000207006000540000006000007300018150079000,375418926248695173619237854581724639493561287726983541832146795967352418154879362
000410080091000000803700910100504000007000400000302006012007608000000570070026000,765419283491238765823765914136594827257681439948372156312957648689143572574826391
000410200016000000000000000300068000200000500000070000420500000000000076000900000,753419268816752943942683751375268194268194537194375682427536819539821476681947325
000410300000000096004902005400009001600184003900300008700503600850000000006098000,598416372127835496364972815483259761675184923912367548741523689859641237236798154
000410700004005906050060000620001050300008000000000003008703000000000012200000009,862419735714235986953867241629371458341598627587642193198723564475986312236154879
000420003701803004000000000205060070003508400040090501000000000300106807400037000,596421783721853694834679215215364978973518462648792531167285349359146827482937156
000420005090105002210703000048000007001000400700000190000907086600204030000056000,876429315493165872215783964548391627931672458762548193154937286687214539329856741
000420006010008040000100230500000820060000070029000005083007000050200010600019000,378425196216398547495176238531764829864952371729831465183647952957283614642519783
000420030015000000000000020400630000070000800000200000000001507300000000000000100,768425931215963478934187625452638719673519842189274356826341597391756284547892163
000420030016000000000000020500340000070000800000200000000001607300000000000000100,758426931216593478934187526562348719473619852189275364825931647391764285647852193
000420080091000000000000000000500103800700000000000900400000020030001000000630000,367429581291385467584176239726598143849713652153264978418957326632841795975632814
000420090040610000000000403007200908026000310903007200504000009000046080060079000,735428196249613875681795423457231968826954317913867254574182639392546781168379542
000421503102000000800000102091502000000180020020000010210600900300010200070200401,967421583132865794845379162691532847453187629728946315214653978389714256576298431
000428000009030002700000540000003806000204000308700000063000001400050900000946000,536428719149537682782619543254193876671284395398765124963872451427351968815946237
000430060070000100100250003002000008016080570500000300200049007004000050050028000,825431769473896125169257843792365418316984572548712396231549687984673251657128934
000430080701000300000000000040000520500107000000600000600000001080020000000000000,269435187751268349438719265147983526526147938893652714672394851984521673315876492
000430708700058092030007000480010000000203000000040019000100000560390004102084000,629431758714658392835927461486519273951273846273846519348165927567392184192784635
000431709804209600000000000700100000180000003006000000050314007460000900000020000,625431789834279651917568324743182596182695473596743218259314867461857932378926145
000450000703000005090100000070003020000000084300020900000090002540060001001000090,812456739763289145495137268178943526926715384354628917637891452549362871281574693
000450030060030000900200065072000006080602070400000190210008004000060080040025000,721456938865937421934281765372519846189642573456873192217398654593164287648725319
000456000040000020008010500810000903000070000602000018001060300030000090000739000,123456789549387621768912534815624973394871265672593418951268347237145896486739152
000457800045603000000000300750100946000940730000000000021000609690020000003000000,319457862245683197867219354752138946186942735934765218521374689698521473473896521
000460007007032060000005480500090006090000030200010009021900000050240300700051000,835469127147832965962175483518793246496528731273614859321986574659247318784351692
000460009300000100000200000900080005000700040100000000060000020000001300040000000,715463289326958174489217563974182635632795841158634792561379428297841356843526917
000460030000000250930000708300700000084501390000006002408000015065000000070058000,852467139741893256936215748329784561684521397517936482498372615265149873173658924
000460050830000000000000000706020000000000309000000100040308000005000020000100000,921467853837215946564839217716923584258741369493586172142378695385694721679152438
000460300208000000700000000000028070010000500000000000030100400600000020000300000,195467382268539741743281695356928174912743568487615239839172456671854923524396817
000460300208000000700000000000028070010000500000000000030500400600000020000300000,591467382268139745743285691356928174912743568487651239839572416675814923124396857
000460300802000000700000000000028070010000500000000000030100400600000080000300000,195467328862593741743812695356928174918734562427651839239186457671245983584379216
000460300802000000700000000000028070010000500000000000030500400600000080000300000,591467328862193745743852691356928174918734562427615839239586417675241983184379256
000460580400000700160200090070106000003000200000908010030009052001000009096013000,329467581485391726167285493872136945913754268654928317738649152541872639296513874
000467000000085004058200000610000420200108007005000093000009340900850000000372000,329467581176985234458231976617593428293148657845726193782619345931854762564372819
000468030600900100500003069057800000000010000000004510960300002004005001010287000,791468235643952178582173469157826943436519827829734516968341752274695381315287694
000468900570000300000000000000782060040600800000030000790000000060009005304000702,213468957576921348489357216935782164147695823628134579792543681861279435354816792
000470020001030000000000500400000070020500000000100000670000003000800100200000000,569471328841235796732698514456329871127586439983147652675914283394852167218763945
000470030015000000000000020400320000060000800000700000000001506300000000000000100,628475931715293468934186725457328619263519847189764352842931576391657284576842193
000470030015000000000000020400320000060000900000800000000001506300000000000000100,629475831715283469834196725458329617263517948197864352942731586371658294586942173
000470030501000000000000080200005600070300000000000040000000102090040000000000500,628471935541839726937256481284795613176324859359618247463587192795142368812963574
000470030501000000000000090200005600080300000000000040000000102070040000000000500,629471835541938726738256491294785613186324957357619248463597182875142369912863574
000470050201000000000000000300021000070000040000500000000000103040800000600000200,839472651251698437467135829384921765175386942926547318598264173742813596613759284
000470500630000000000000000000002031408060000000000050007000400010003000000200000,891476523635128749742935186976542831458361297123897654387659412214783965569214378
000470600004000305920000000031000000000936000000000280000000016408000900007052000,315479628784261395926583147531728469842936571679145283253894716468317952197652834
000473000090006070700000050008019005001000300300750600050000001010600020000831000,185473296492586173736192458268319745571264389349758612654927831813645927927831564
000480003900003850600005007096004000008906500000500940000300005021800004400071000,152487693974263851683195427596724138348916572217538946869342715721859364435671289
000480005000000900000005060710052090200301007030870042060100000003000008500093000,971486325356217984842935761714652893289341657635879142467128539193564278528793416
000480030015000000000000020400320000060000900000800000000001507300000000000000100,729485631815263479634917825458329716263174958197856342942631587371598264586742193
000480030051000000000000020400320000060000900000800000000001507300000000000000100,729485631851263479634197825485329716263714958197856342942631587316578294578942163
000480070000090003200007800009140020012000380060039100003800006900020000050076000,635481972187692453294357861379148625412765389568239147723814596946523718851976234
000480230400010600000607091500002000002000300000800005650208000003050009089064000,916485237427913658835627491568132974172549386394876125651298743243751869789364512
000480500100000800700000000600702000050000304000100000040050000000000020000000070,926481537135279846784563291613742958257896314498135762342657189879314625561928473
000481000400000020000000000015000000000700090080000000700206000000050100000000803,526481739471539628893672415915364287364728591287195346738216954649853172152947863
000486000000001005008000306300200170002154900001003004803000200600700000000318000,539486712276931485148527396354269178782154963961873524813695247695742831427318659
000489030050600000010030000000090500670002000230060700000007090400008070000000302,726489135354671289918235467841793526675812943239564718563127894492358671187946352
000490000036705002701000400504070000100000009000020807009000301800902760000041000,258493176436715982791268435524879613187356249963124857649587321815932764372641598
000495080540000000080201070200009800090000050074600009030508090000000012020317000,317495286542786931986231475265179843193842657874653129631528794758964312429317568
000500000000000001100602740000010000008000005000420179000000500005046000234700000,487591362326874951159632748742915683918367425563428179671283594895146237234759816
000500000000000067600009008050000020000310000987006005062070000500001300003000094,824567913139284567675139248351798426246315789987426135462973851598641372713852694
000500000002080079001600400020000068010030090340000050006009800870020900000005000,783594126462183579591672483927451368615238794348967251156749832874326915239815647
000500000003096080690007400500002040206000701010300009008700032060850900000004000,481523697723496185695187423579612348236948751814375269148769532362851974957234816
000500000004360070086000030607040000900805003000090105070000690060072800000001000,329587416514369278786214539657143982941825763832796145275438691163972854498651327
000500000009002308400010620026040007000207000700030980042060009608400200000003000,263584791519672348487319625926845137831297456754136982342768519698451273175923864
000500000030060010600032009004000800096358270005000100800910007050020040000003000,429581763538769412617432589274196835196358274385274196843915627951627348762843951
000500000075100306080009000000083500008000000004007910406090000000000201009020080,142536879975148326683279145791483562568912437234657918426891753857364291319725684
000500000086320000002087130030400900908000704001008020073250800000046270000000000,397561482186324597542987136735412968928635714461798325673259841859146273214873659
